zip_code,Population,Percent_Pop_change,#Household,#Families,Avg_HouHol_size,House_Hold_with_child,Families_below_pov,Families_below_pov_with_child,#Housing,Avg_Housing_value,%Pop+16,race_white,race_black,race_indian,race_Asian,race_Hawaian,eth_Hispanic,eth_non-hispanic,sex_male,sex_female,HHincome_all,HHincome_white,HHincome_black,HHincome_indian,HHincome_Asian,HHincome_Hawaian,HHincome_Hispanic,HHincome_non-Hispanic,edu_Associate,edu_Bachelor,edu_Maters,edu_professional,edu_Doctorate,Children(0-14),Youth (15-24),Adults (25-64),Seniors (65+),race_two+,HHincome_two+,edu_uptoCollege level,Zip,Sentiment
84112,131.0,11.97,23.0,4.0,2.78,0.0869565217391304,0.0,0.0,24.0,0.0,5.71,0.5877862595419847,0.0381679389312977,0.0,0.2824427480916031,0.0,7.0,124.0,73.0,58.0,22000.0,37500.0,14999.0,20000.0,14999.0,0.0,20000.0,23333.0,0.0294117647058823,0.2647058823529412,0.1470588235294117,0.0294117647058823,0.088235294117647,0.0229007633587786,0.7175572519083969,0.2519083969465648,0.0025445292620865,0.0916030534351145,35000.0,0.4411764705882353,84112,0.7170450842382051
84113,2364.0,11.61,426.0,84.0,2.8,0.096244131455399,0.0357142857142857,0.0238095238095238,443.0,945833.0,5.28,0.5867174280879864,0.0368020304568527,0.0042301184433164,0.2817258883248731,0.0025380710659898,129.0,2235.0,1251.0,1113.0,25536.0,36224.0,36875.0,150000.0,14999.0,20000.0,23333.0,25943.0,0.0285714285714285,0.2857142857142857,0.1294117647058823,0.026890756302521,0.0840336134453781,0.049492385786802,0.6988155668358714,0.2445008460236886,0.0023970671178793,0.0879864636209813,27222.0,0.4453781512605042,84113,0.7170450842382051
84115,27642.0,12.68,11637.0,5948.0,2.35,0.2893357394517487,0.1407195696032279,0.1227303295225285,12392.0,424237.0,3.99,0.6201070834237754,0.063635048115187,0.0265537949497142,0.0735836770132407,0.0116489400188119,8310.0,19332.0,14298.0,13344.0,55112.0,58877.0,35797.0,44643.0,34936.0,39318.0,56501.0,54584.0,0.0664688427299703,0.1776099271648233,0.0774750472079849,0.0067439978419206,0.0086323172376584,0.2021561392084509,0.1273062730627306,0.560849432023732,0.0365627185683621,0.2044714564792706,75968.5,0.6630698678176423,84115,0.5484518620840382
84116,37950.0,13.17,11699.0,8031.0,3.21,0.4426874091802718,0.1628688830780724,0.1257626696550865,12340.0,324856.0,4.68,0.4971014492753623,0.061923583662714,0.0134914361001317,0.0533860342555994,0.0423978919631093,18619.0,19331.0,19638.0,18312.0,62242.0,63941.0,47475.0,54464.0,73438.0,63859.0,56808.0,66497.0,0.0874893253629376,0.1670794192997438,0.0400085397096498,0.0063620836891545,0.0066609735269,0.2358366271409749,0.1470355731225296,0.5207114624505929,0.0321387790953008,0.331699604743083,66553.5,0.692399658411614,84116,0.3935283606450739
84117,25725.0,7.11,10940.0,6649.0,2.32,0.2730347349177331,0.0443675740712889,0.0221085877575575,11620.0,723115.0,2.44,0.8690767735665695,0.0145383867832847,0.0047424684159378,0.040427599611273,0.0073080660835762,1972.0,23753.0,12274.0,13451.0,85648.0,89038.0,84615.0,50000.0,68825.0,96875.0,60259.0,87112.0,0.0686795316565481,0.3068625325238508,0.1210429314830876,0.034366869037294,0.0247181266261925,0.1677356656948493,0.1151409135082604,0.5028571428571429,0.0714220926465824,0.0639067055393586,54176.5,0.4443300086730269,84117,0.7307148049534079
84118,42503.0,8.35,11539.0,9666.0,3.68,0.5599272033971748,0.0633147113594041,0.0562797434305814,11999.0,343878.0,4.22,0.625438204362045,0.0204456156036044,0.0158577041620591,0.0358327647460179,0.0275980519022186,16981.0,25522.0,21468.0,21035.0,83156.0,85358.0,54545.0,70213.0,111170.0,100240.0,73544.0,87525.0,0.0946664581215296,0.1066317353562211,0.0255337452099788,0.0052005943536404,0.0028544615625244,0.2504293814554267,0.1478719149236524,0.518010493376938,0.0278960700813275,0.2748276592240548,80749.0,0.7651130053961054,84118,0.375302066358137
84119,54971.0,10.87,17286.0,11979.0,3.03,0.4240425778086312,0.1233825861925035,0.1029301277235161,18264.0,281699.0,4.38,0.5740481344709029,0.0368376052827854,0.0162813119644903,0.0615051572647395,0.0346728274908588,23826.0,31145.0,28603.0,26368.0,64051.0,65857.0,41051.0,66761.0,75174.0,77259.0,58806.0,67736.0,0.0859609719102762,0.1296560977744071,0.0401365108071055,0.004433684333343,0.0032085873464982,0.2287387895435775,0.1476051008713685,0.522748358225246,0.0336359171199359,0.2766549635262229,56545.5,0.7366041478283697,84119,0.31151003635385754
84120,53597.0,9.73,14940.0,12473.0,3.58,0.5171352074966533,0.0948448649082017,0.081856810711136,15479.0,363807.0,4.68,0.5678116312480176,0.0252812657424855,0.0111200253745545,0.0581562400880646,0.0501707185103643,21343.0,32254.0,26784.0,26813.0,80638.0,82980.0,64038.0,66406.0,87718.0,108712.0,70129.0,86179.0,0.0871833308349572,0.1157847399190526,0.0336381352121121,0.0052465897166841,0.0019487333233398,0.2301434781797488,0.1475269138198033,0.5126406328712428,0.0365629917097349,0.2874601190365132,66881.0,0.756198470993854,84120,0.4937729792232272
84121,43783.0,4.86,16927.0,12038.0,2.58,0.3099781414308501,0.0342249543113474,0.0205183585313174,18560.0,703056.0,2.88,0.8908023662151977,0.0112829180275449,0.0055272594385948,0.0403124500376858,0.0035401868305049,2798.0,40985.0,21585.0,22198.0,108072.0,109023.0,65625.0,65278.0,123837.0,81250.0,58468.0,110736.0,0.0666666666666666,0.3192634560906515,0.1393452943028013,0.0401322001888574,0.0258419892980799,0.1548546239407989,0.1195212753808555,0.5221432976269328,0.0678269343504708,0.0485348194504716,76112.5,0.408750393452943,84121,0.5119992735101642
84123,39887.0,7.45,14894.0,10012.0,2.67,0.3522895125553914,0.0640231721933679,0.0522373152217339,15631.0,407607.0,4.26,0.7370070449018478,0.0331185599318073,0.0110813046857372,0.0628525584776995,0.0168977361044951,7420.0,32467.0,19541.0,20346.0,71016.0,73462.0,69669.0,53289.0,79795.0,79911.0,50661.0,74443.0,0.0900723457444793,0.2033256316048634,0.0774970645051323,0.0092799515169879,0.004507405022537,0.1995136259934314,0.1385915210469576,0.5251335021435556,0.0455871169386851,0.139042795898413,44734.0,0.6153176016059998,84123,0.6897056428077997
84124,22535.0,4.47,8658.0,6037.0,2.58,0.3167013167013167,0.0438959748219314,0.0319695212854066,9099.0,707923.0,1.33,0.8851120479254493,0.0120257377412913,0.0035056578655424,0.0502329709341025,0.0033281562014643,1309.0,21226.0,10964.0,11571.0,108620.0,111820.0,41136.0,69643.0,107543.0,70000.0,72500.0,110327.0,0.0651148159798678,0.3526895250078641,0.1587291601132431,0.0520289399182132,0.0347279018559295,0.17009096960284,0.1245617927668071,0.5120923008653206,0.0644183122550107,0.0457954293321499,55221.0,0.336709657124882,84124,0.5393387149405697
84128,34237.0,18.0,8639.0,7551.0,3.96,0.6050468804259752,0.0368163157197722,0.0329757647993643,8903.0,387608.0,3.32,0.5855069077314017,0.0223442474515874,0.0124134708064374,0.0751526126705026,0.0291205421035721,13031.0,21206.0,17131.0,17106.0,94843.0,99636.0,90972.0,109000.0,93506.0,81034.0,86795.0,98529.0,0.0917575400334021,0.1306611651439237,0.0247077316042833,0.0085961292857844,0.0058944886531093,0.2563016619446797,0.1490784823436632,0.5163711773811958,0.0260828927768204,0.2754622192364985,84424.0,0.738382945279497,84128,0.3570757720712
